run_id,id,n_rows,duration_s,speed_p85,path_m,too_short,stationary,keep
1,18556,1,0.0,0.0877283544250831,0.0,True,True,False
1,18557,14,1.3999999999998636,1.453189258306122,1.8156610932718644,True,True,False
1,18558,31,3.0,1.9074241092970894,4.730229919833087,True,True,False
1,18559,20,1.900000000000091,0.11649547302654417,0.21720440296421312,True,True,False
1,18560,17,1.599999999999909,0.7367938801281806,1.1785707625342061,True,True,False
1,18561,31,3.0,4.202624071310643,10.864593899952881,True,False,False
1,18562,72,7.100000000000136,2.206244282218786,14.524489943262024,True,False,False
1,18563,99,9.799999999999955,2.4577666524224444,22.336868719722528,True,False,False
1,18564,122,12.799999999999955,1.7827895399027522,20.521546747054398,False,False,True
1,18565,100,10.799999999999955,1.7477343387486042,16.646315550353574,False,False,True
1,18566,27,2.599999999999909,1.6415779309831628,3.7310499055554933,True,True,False
1,18567,4,0.3000000000001819,1.1709833079775325,0.33948198195429674,True,True,False
1,18568,24,2.2999999999999545,1.78048770954217,3.9047158236343837,True,True,False
1,18569,88,8.799999999999955,1.901953662457215,15.445666288895668,True,False,False
1,18570,4,0.2999999999999545,0.9228860547568565,0.26582310425162825,True,True,False
1,18571,74,7.2999999999999545,2.1047476926280324,14.274579122043672,True,False,False
1,18572,55,5.400000000000091,1.3972221874601192,6.747641293646234,True,True,False
1,18573,71,7.0,1.8395784767794985,11.897962960745328,True,False,False
1,18574,12,1.099999999999909,0.8269099032109714,0.909017189193345,True,True,False
1,18575,26,2.5,2.712439035444353,5.726236747778436,True,True,False
1,18576,223,22.200000000000045,0.00672845763777281,0.6017987688678524,False,True,False
1,18577,41,4.0,1.842567624566172,6.577205583519085,True,True,False
1,18578,44,4.300000000000182,1.8052240165446518,6.687369125800461,True,True,False
1,18579,45,4.400000000000091,1.769533071839225,6.829908286421053,True,True,False
1,18580,4,0.2999999999999545,0.13403166528855062,0.039894323820446304,True,True,False
1,18581,40,4.7000000000000455,1.7986822200086399,8.00096933794065,True,False,False
1,18582,20,1.900000000000091,1.9327512830197404,3.0338033729081495,True,True,False
1,18583,18,1.7000000000000455,1.7719231173614505,2.539568668569694,True,True,False
1,18584,6,0.5,0.5759018320370073,0.2614112223700496,True,True,False
1,18585,24,2.300000000000182,2.1121843573210044,4.142966890553751,True,True,False
1,18586,1,0.0,0.0368060021307659,0.0,True,True,False
1,18587,10,0.900000000000091,1.3422430569504287,1.067308754824897,True,True,False
1,18588,113,13.200000000000045,1.7764570635799641,20.110507650396663,False,False,True
1,18589,27,2.599999999999909,2.3699958726287913,4.9256964625852175,True,True,False
1,18590,11,1.0,1.3452247529767298,1.0799891046305148,True,True,False
1,18591,5,0.40000000000009095,1.1407991937609236,0.41479140693474864,True,True,False
1,18592,12,1.1000000000001364,1.1813577669391975,1.1496408437175905,True,True,False
1,18593,2,0.09999999999990905,0.1164954730270906,0.011649547302731197,True,True,False
1,18594,12,1.1000000000001364,0.704204572880085,0.7730159799102784,True,True,False
1,18595,24,2.300000000000182,1.9890078362656576,3.7021582399915376,True,True,False
1,18596,46,4.5,2.5786186843140215,9.473227495050253,True,False,False
1,18597,17,1.599999999999909,0.8734683937096202,1.397917038391578,True,True,False
1,18598,38,3.699999999999818,1.9587520069014543,5.755788097232821,True,True,False
1,18599,21,2.0,0.9764612569880964,1.9019127006696404,True,True,False
1,18600,72,7.099999999999909,1.7746877428944834,11.638459056704152,True,False,False
1,18601,4,0.2999999999999545,0.08532976484356039,0.025263260117697937,True,True,False
1,18602,16,1.5,1.6350569827246901,1.9255053520659406,True,True,False
1,18603,4,0.3000000000001819,0.23070784406007655,0.06896907310726419,True,True,False
1,18604,92,9.100000000000136,1.954855404317249,16.220090420431852,True,False,False
1,18605,15,1.400000000000091,0.8194899504091631,1.1463056612513212,True,True,False
1,18606,26,2.5,1.3690588110639739,3.0953327254601435,True,True,False
1,18607,25,2.400000000000091,1.3612038574909848,3.074688099721424,True,True,False
1,18608,23,2.2000000000000455,1.7805348095851765,3.366434873678933,True,True,False
1,18609,65,6.400000000000091,1.8623739466759905,10.141747853479485,True,False,False
1,18610,84,8.299999999999955,2.3046764471213237,17.01617496265061,True,False,False
1,18611,11,1.0,0.6277690639514841,0.626730535555517,True,True,False
1,18612,47,4.600000000000136,1.9543631855526553,8.082592608349273,True,False,False
1,18613,2,0.10000000000013642,0.6176131462120368,0.061740702711690784,True,True,False
1,18614,11,1.0,1.583484319409282,1.3390545899527269,True,True,False
1,18615,93,9.399999999999864,1.709509594771766,14.793712098013568,True,False,False
1,18616,86,8.5,1.7372216028811864,12.985555990908535,True,False,False
1,18617,53,5.2000000000000455,1.9750528883409768,8.996512330873587,True,False,False
1,18618,77,7.599999999999909,2.1437855210601495,14.405992244848239,True,False,False
1,18619,11,1.0,1.0529548515859772,0.949884849410439,True,True,False
1,18620,60,5.899999999999864,2.078334101861346,11.25875284312579,True,False,False
